% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 14:20
% Dimension:          1
% Nodes:              1965
% Expressions:        41
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-24.606725292225338,6.747145368248705E23,7.421859905073137E23,8.096574441899425E23,8.771288978722539E23,9.446003515546819E23,1.0120718052373109E24,1.0795432589198561E24,1.147014712602209E24,1.2144861662848184E24,1.2819576199673373E24,1.349429073649739E24,1.416900527332404E24,1.4843719810146765E24,1.5518434346973962E24,1.6193148883798826E24,1.6867863420622523E24,1.7542577957445212E24,1.82172924942733E24,1.8892007031094522E24,1.956672156791962E24,2.0241436104748183E24,2.0916150641570757E24,2.1590865178397003E24,2.226557971521991E24,2.2940294252045298E24,2.3615008788868074E24,2.4289723325696325E24,2.4964437862520484E24,2.5639152399346746E24,2.6313866936169584E24,2.698858147299478E24,2.766329600982259E24,2.833801054664808E24,2.9012725083470124E24,2.968743962029256E24,3.0362154157118414E24,3.1036868693947924E24,3.1711583230769865E24,3.238629776759765E24,3.306101230442256E24,3.373572684124634E24
-24.578140166157173,6.747144634302638E23,7.421859097732485E23,8.09657356116418E23,8.771288024592677E23,9.446002488022357E23,1.0120716951454044E24,1.0795431414884873E24,1.147014587831377E24,1.2144860341745307E24,1.281957480517583E24,1.349428926860526E24,1.4169003732037408E24,1.484371819546545E24,1.5518432658898017E24,1.6193147122328344E24,1.6867861585757373E24,1.7542576049185517E24,1.8217290512618987E24,1.8892004976045565E24,1.9566719439476085E24,2.0241433902910038E24,2.091614836633796E24,2.1590862829769632E24,2.2265577293197926E24,2.2940291756628645E24,2.3615006220056914E24,2.428972068349059E24,2.496443514692E24,2.563914961035166E24,2.6313864073780034E24,2.698857853721052E24,2.7663293000643854E24,2.8338007464074816E24,2.901272192750208E24,2.968743639092996E24,3.036215085436125E24,3.1036865317796035E24,3.171157978122346E24,3.2386294244656687E24,3.3061008708086887E24,3.3735723171516056E24
-24.574130796020874,6.747144506680342E23,7.421858957347961E23,8.09657340801744E23,8.771287858683711E23,9.446002309351157E23,1.0120716760020605E24,1.0795431210689229E24,1.1470145661355887E24,1.2144860112025205E24,1.28195745626935E24,1.3494289013360665E24,1.4169003464030614E24,1.484371791469641E24,1.551843236536678E24,1.6193146816034858E24,1.6867861266701696E24,1.7542575717367586E24,1.8217290168038796E24,1.8892004618703183E24,1.9566719069371503E24,2.0241433520043218E24,2.0916147970708877E24,2.159086242137835E24,2.2265576872044378E24,2.29402913227129E24,2.3615005773378904E24,2.428972022405039E24,2.4964434674717577E24,2.5639149125387005E24,2.6313863576053116E24,2.698857802672133E24,2.766329247739249E24,2.833800692806123E24,2.901272137872631E24,2.968743582939187E24,3.0362150280060986E24,3.103686473073356E24,3.1711579181398726E24,3.2386293632069716E24,3.306100808273772E24,3.373572253340474E24
-24.57117246412809,6.747144512320551E23,7.421858963552186E23,8.096573414785694E23,8.771287866015993E23,9.446002317247443E23,1.0120716768480909E24,1.079543121971357E24,1.1470145670944255E24,1.2144860122177573E24,1.2819574573409916E24,1.3494289024641085E24,1.416900347587505E24,1.484371792710487E24,1.551843237833929E24,1.6193146829571366E24,1.6867861280802208E24,1.7542575732032126E24,1.821729018326738E24,1.8892004634495713E24,1.9566719085728107E24,2.0241433536963837E24,2.0916147988193528E24,2.1590862439427035E24,2.2265576890657088E24,2.2940291341889619E24,2.3615005793119628E24,2.428972024435511E24,2.496443469558637E24,2.563914914681983E24,2.631386359804995E24,2.698857804928217E24,2.766329250051733E24,2.83380069517501E24,2.9012721402979247E24,2.968743585420876E24,3.0362150305441924E24,3.103686475667858E24,3.171157920790766E24,3.238629365914273E24,3.30610081103748E24,3.373572256160584E24
-24.567566808415393,6.747144371404923E23,7.421858808544971E23,8.096573245686897E23,8.771287682825656E23,9.446002119965515E23,1.0120716557107429E24,1.0795430994248521E24,1.1470145431387634E24,1.2144859868529397E24,1.2819574305670164E24,1.3494288742809833E24,1.4169003179952157E24,1.4843717617090417E24,1.5518432054233248E24,1.6193146491373773E24,1.6867860928513096E24,1.7542575365651463E24,1.8217289802795134E24,1.8892004239931907E24,1.956671867707267E24,2.0241433114216885E24,2.091614755135505E24,2.1590861988496932E24,2.2265576425635433E24,2.2940290862776474E24,2.3615005299914865E24,2.428971973705877E24,2.4964434174198447E24,2.5639148611340333E24,2.63138630484789E24,2.6988577485619666E24,2.7663291922763147E24,2.8338006359904314E24,2.901272079704192E24,2.96874352341799E24,3.036214967132155E24,3.1036864108466496E24,3.1711578545604103E24,3.2386292982747546E24,3.306100741988804E24,3.3735721857027566E24
-24.564059973648774,6.747144342488326E23,7.421858776736721E23,8.096573210987006E23,8.77128764523411E23,9.446002079482303E23,1.0120716513732556E24,1.079543094798198E24,1.1470145382229459E24,1.2144859816479542E24,1.2819574250728669E24,1.349428868497664E24,1.4169003119227308E24,1.4843717553473968E24,1.551843198772508E24,1.6193146421973995E24,1.6867860856221618E24,1.7542575290468372E24,1.821728972472035E24,1.889200415896547E24,1.956671859321458E24,2.0241433027467154E24,2.0916147461713631E24,2.1590861895963853E24,2.2265576330210722E24,2.2940290764460087E24,2.3615005198706838E24,2.428971963295906E24,2.4964434067207064E24,2.5639148501457337E24,2.6313862935704254E24,2.698857736995328E24,2.766329180420512E24,2.8338006238454616E24,2.9012720672700605E24,2.9687435106946905E24,3.036214954119697E24,3.103686397545016E24,3.171157840969616E24,3.238629284394799E24,3.306100727819681E24,3.3735721712444536E24
-24.555323869223777,6.747144274668327E23,7.421858702134702E23,8.096573129603011E23,8.77128755706808E23,9.44600198453429E23,1.0120716412002552E24,1.0795430839469963E24,1.147014526693545E24,1.214485969440353E24,1.2819574121870665E24,1.3494288549336637E24,1.4169002976805288E24,1.4843717404269977E24,1.5518431831739116E24,1.6193146259205995E24,1.686786068667163E24,1.7542575114136307E24,1.8217289541606316E24,1.889200396906948E24,1.956671839653656E24,2.024143282400712E24,2.091614725147159E24,2.1590861678939819E24,2.226557610640474E24,2.2940290533872034E24,2.3615004961336784E24,2.428971938880704E24,2.496443381627304E24,2.563914824374133E24,2.631386267120621E24,2.6988577098673274E24,2.76632915261431E24,2.8338005953610576E24,2.9012720381074553E24,2.968743480853884E24,3.0362149236006825E24,3.103686366347823E24,3.1711578090942043E24,3.238629251841199E24,3.306100694587877E24,3.3735721373344547E24
-24.552410893940305,6.747144230568329E23,7.421858653624718E23,8.096573076682996E23,8.771287499738094E23,9.446001922794298E23,1.0120716345852565E24,1.0795430768909996E24,1.1470145191965455E24,1.2144859615023527E24,1.2819574038080672E24,1.3494288461136644E24,1.416900288419532E24,1.4843717307249957E24,1.5518431730309096E24,1.6193146153365967E24,1.6867860576421598E24,1.754257499947632E24,1.8217289422536313E24,1.8892003845589458E24,1.9566718268646565E24,2.0241432691707138E24,2.0916147114761623E24,2.1590861537819888E24,2.2265575960874705E24,2.2940290383932038E24,2.3615004806986786E24,2.428971923004703E24,2.49644336531031E24,2.563914807616135E24,2.6313862499216204E24,2.6988576922273287E24,2.7663291345333087E24,2.833800576839064E24,2.901272019144459E24,2.96874346144989E24,3.036214903755681E24,3.103686346061819E24,3.171157788367206E24,3.2386292306731935E24,3.3061006729788787E24,3.3735721152844523E24
-24.511989112130163,6.747143628457384E23,7.42185799130265E23,8.096572354149854E23,8.771286716993839E23,9.446001079838981E23,1.0120715442686114E24,1.0795429805532469E24,1.1470144168376853E24,1.2144858531223805E24,1.2819572894069908E24,1.3494287256914747E24,1.416900161976232E24,1.4843715982605866E24,1.5518430345453977E24,1.6193144708299688E24,1.6867859071144302E24,1.7542573433987844E24,1.8217287796836825E24,1.889200215967887E24,1.9566716522524828E24,2.024143088537426E24,2.091614524821771E24,2.1590859611064812E24,2.2265573973908575E24,2.2940288336754783E24,2.3615002699598478E24,2.428971706244759E24,2.496443142529259E24,2.5639145788139815E24,2.6313860150983626E24,2.6988574513829493E24,2.7663288876678313E24,2.833800323952464E24,2.901271760236757E24,2.9687431965210637E24,3.0362146328057556E24,3.1036860690907954E24,3.1711575053750675E24,3.2386289416599377E24,3.3061003779445093E24,3.3735718142289865E24
-24.503256741989983,6.747143611292938E23,7.421857972421786E23,8.096572333552522E23,8.771286694680103E23,9.446001055808741E23,1.0120715416939487E24,1.0795429778069381E24,1.1470144139197318E24,1.2144858500327836E24,1.2819572861457453E24,1.3494287222585862E24,1.4169001583716993E24,1.4843715944844095E24,1.5518430305975738E24,1.6193144667105025E24,1.6867859028233146E24,1.754257338936034E24,1.8217287750492804E24,1.8892002111618443E24,1.9566716472747966E24,2.024143083388096E24,2.0916145195007991E24,2.1590859556138626E24,2.2265573917265977E24,2.294028827839574E24,2.3615002639522985E24,2.4289717000655657E24,2.496443136178411E24,2.56391457229149E24,2.631386008404227E24,2.6988574445171724E24,2.766328880630414E24,2.8338003167433986E24,2.9012717528560513E24,2.968743188968716E24,3.03621462508175E24,3.1036860611951476E24,3.171157497307777E24,3.238628933421005E24,3.306100369533932E24,3.373571805646769E24
-24.498362904189218,6.747143634399312E23,7.421857997838793E23,8.096572361280164E23,8.771286724718371E23,9.446001088157656E23,1.0120715451599045E24,1.0795429815039543E24,1.147014417847814E24,1.2144858541919293E24,1.2819572905359551E24,1.349428726879861E24,1.4169001632240366E24,1.4843715995678128E24,1.5518430359120402E24,1.6193144722560306E24,1.6867859085999074E24,1.7542573449436895E24,1.8217287812880044E24,1.8892002176316284E24,1.9566716539756408E24,2.0241430903200073E24,2.0916145266637717E24,2.1590859630078957E24,2.2265573993516998E24,2.2940288356957377E24,2.3615002720395265E24,2.428971708383857E24,2.4964431447277696E24,2.5639145810719103E24,2.63138601741571E24,2.698857453759722E24,2.7663288901040275E24,2.833800326448073E24,2.9012717627917844E24,2.9687431991355203E24,3.036214635479619E24,3.1036860718240804E24,3.171157508167774E24,3.238628944512061E24,3.30610038085606E24,3.3735718171999544E24
-24.484825233083804,6.747142670553294E23,7.421856937608187E23,8.096571204664936E23,8.771285471718544E23,9.445999738773265E23,1.0120714005829987E24,1.0795428272885936E24,1.1470142539939916E24,1.2144856806996436E24,1.2819571074052082E24,1.3494285341106574E24,1.4168999608163745E24,1.4843713875216873E24,1.551842814227456E24,1.6193142409329854E24,1.6867856676384018E24,1.754257094343724E24,1.8217285210495727E24,1.8891999477547417E24,1.956671374460297E24,2.024142801166204E24,2.0916142278715013E24,2.1590856545771746E24,2.2265570812825108E24,2.2940285079880883E24,2.3614999346934208E24,2.4289713613992844E24,2.4964427881047476E24,2.563914214810416E24,2.6313856415157636E24,2.698857068221315E24,2.766328494927153E24,2.833799921632749E24,2.9012713483379963E24,2.968742775043276E24,3.0362142017489124E24,3.103685628454912E24,3.1711570551601436E24,3.238628481865971E24,3.306099908571512E24,3.373571335276932E24
-24.45633378648043,6.747142673279166E23,7.42185694060664E23,8.096571207935997E23,8.771285475262178E23,9.445999742589502E23,1.0120714009918825E24,1.079542827724732E24,1.1470142544573898E24,1.2144856811903044E24,1.281957107923126E24,1.349428534655832E24,1.4168999613888077E24,1.4843713881213794E24,1.5518428148544057E24,1.6193142415871964E24,1.6867856683198738E24,1.754257095052451E24,1.8217285217855567E24,1.8891999485179885E24,1.956671375250799E24,2.0241428019839607E24,2.0916142287165232E24,2.159085655449452E24,2.2265570821820493E24,2.2940285089148902E24,2.3614999356474847E24,2.4289713623806066E24,2.4964427891133197E24,2.5639142158462524E24,2.631385642578861E24,2.698857069311664E24,2.7663284960447574E24,2.8337999227776154E24,2.901271349510127E24,2.968742776242658E24,3.036214202975561E24,3.1036856297088115E24,3.171157056441313E24,3.238628483174393E24,3.3060999099071854E24,3.3735713366398824E24
-24.441159689475576,6.747142170293573E23,7.421856387322496E23,8.096570604353265E23,8.771284821380865E23,9.445999038409642E23,1.0120713255440433E24,1.0795427472470368E24,1.1470141689498398E24,1.214485590652897E24,1.281957012355863E24,1.349428434058713E24,1.416899855761833E24,1.4843712774645505E24,1.5518426991677203E24,1.6193141208706522E24,1.6867855425734776E24,1.7542569642761867E24,1.8217283859794502E24,1.8891998076820173E24,1.956671229384979E24,2.024142651088287E24,2.0916140727909887E24,2.1590854944940635E24,2.2265569161968E24,2.2940283378997896E24,2.3614997596025178E24,2.4289711813057926E24,2.496442603008641E24,2.563914024711726E24,2.631385446414466E24,2.698856868117426E24,2.766328289820662E24,2.833799711523666E24,2.901271133226304E24,2.968742554929E24,3.0362139766320423E24,3.1036853983354406E24,3.171156820038078E24,3.2386282417413044E24,3.306099663444259E24,3.3735710851470787E24
-24.432665834729665,6.747142006996981E23,7.421856207696249E23,8.096570408397373E23,8.771284609095334E23,9.445998809794403E23,1.0120713010495553E24,1.0795427211195848E24,1.1470141411894196E24,1.2144855612595091E24,1.281956981329511E24,1.3494284013993943E24,1.416899821469546E24,1.4843712415392992E24,1.5518426616095023E24,1.6193140816794732E24,1.686785501749323E24,1.754256921819082E24,1.8217283418893732E24,1.8891997619589696E24,1.9566711820289687E24,2.0241426020993124E24,2.091614022169045E24,2.1590854422391573E24,2.2265568623089247E24,2.2940282823789506E24,2.3614997024487137E24,2.428971122519016E24,2.496442542588908E24,2.5639139626590223E24,2.6313853827288056E24,2.6988568027987885E24,2.7663282228690533E24,2.833799642939092E24,2.901271063008779E24,2.9687424830785013E24,3.036213903148581E24,3.1036853232190046E24,3.171156743288684E24,3.2386281633589464E24,3.3060995834289294E24,3.373571003498776E24
-24.417239572227295,6.747142055967261E23,7.421856261563541E23,8.096570467161696E23,8.771284672756684E23,9.445998878352799E23,1.012071308395095E24,1.0795427289548279E24,1.1470141495143634E24,1.2144855700741604E24,1.2819569906338623E24,1.3494284111934508E24,1.4168998317533073E24,1.484371252312758E24,1.5518426728726624E24,1.6193140934323371E24,1.6867855139918913E24,1.7542569345513519E24,1.8217283551113444E24,1.8891997756706463E24,1.9566711962303495E24,2.024142616790388E24,2.0916140373498235E24,2.159085457909644E24,2.226556878469121E24,2.2940282990288418E24,2.3614997195883095E24,2.428971140148319E24,2.4964425607079065E24,2.5639139812677246E24,2.631385401827205E24,2.6988568223869017E24,2.7663282429468846E24,2.8337996635066146E24,2.901271084065995E24,2.968742504625417E24,3.0362139251852056E24,3.103685345745325E24,3.1711567663046973E24,3.2386281868646743E24,3.306099607424356E24,3.373571027983915E24
-24.4006610502534,6.747141574382962E23,7.421855731820801E23,8.096569889260539E23,8.771284046697085E23,9.445998204134779E23,1.0120712361574487E24,1.0795426519013377E24,1.1470140676450315E24,1.2144854833889853E24,1.2819568991328474E24,1.349428314876591E24,1.4168997306205996E24,1.4843711463642102E24,1.551842562108275E24,1.6193139778521065E24,1.6867853935958164E24,1.7542568093394315E24,1.8217282250835838E24,1.8891996408270473E24,1.9566710565708933E24,2.024142472315098E24,2.0916138880586995E24,2.1590853038026636E24,2.2265567195462932E24,2.2940281352901795E24,2.3614995510338033E24,2.42897096677797E24,2.496442382521715E24,2.563913798265695E24,2.631385214009326E24,2.698856629753182E24,2.7663280454973134E24,2.833799461241199E24,2.9012708769847504E24,2.9687422927283226E24,3.0362137084722663E24,3.10368512421655E24,3.171156539960079E24,3.238627955704213E24,3.306099371448058E24,3.373570787191757E24
-24.396844045151163,6.747141403680628E23,7.421855544048233E23,8.096569684417731E23,8.771283824784044E23,9.445997965151512E23,1.0120712105520998E24,1.0795426245889646E24,1.1470140386256357E24,1.2144854526625665E24,1.2819568666994038E24,1.3494282807361243E24,1.4168996947731098E24,1.4843711088096998E24,1.5518425228467406E24,1.6193139368835438E24,1.6867853509202308E24,1.7542567649568222E24,1.8217281789939516E24,1.8891995930303918E24,1.9566710070672208E24,2.024142421104396E24,2.0916138351409735E24,2.1590852491779177E24,2.2265566632145276E24,2.2940280772513866E24,2.3614994912879907E24,2.428970905325132E24,2.496442319361852E24,2.563913733398808E24,2.631385147435419E24,2.6988565614722486E24,2.766327975509359E24,2.8337993895462195E24,2.901270803582749E24,2.9687422176192966E24,3.036213631656215E24,3.103685045693481E24,3.171156459729979E24,3.2386278737670876E24,3.3060992878039134E24,3.3735707018405915E24
-24.372922211290796,6.747141248398049E23,7.421855373237424E23,8.096569498078669E23,8.771283622916713E23,9.445997747755935E23,1.0120711872597161E24,1.0795425997437563E24,1.1470140122275997E24,1.214485424711705E24,1.2819568371957202E24,1.349428249679608E24,1.4168996621637727E24,1.4843710746475394E24,1.551842487131749E24,1.6193138996157311E24,1.6867853120995915E24,1.754256724583356E24,1.821728137067658E24,1.889199549551273E24,1.9566709620352798E24,2.024142374519636E24,2.0916137870033817E24,2.1590851994875008E24,2.226556611971281E24,2.294028024455309E24,2.3614994369390893E24,2.4289708494234084E24,2.4964422619073103E24,2.56391367439144E24,2.6313850868752216E24,2.698856499359216E24,2.766327911843503E24,2.8337993243275454E24,2.9012707368112433E24,2.9687421492949713E24,3.036213561779058E24,3.103684974263498E24,3.1711563867471845E24,3.2386277992314623E24,3.306099211715455E24,3.3735706241993097E24
-24.357984729533708,6.747140968301652E23,7.4218550651314E23,8.096569161962967E23,8.771283258791428E23,9.445997355620978E23,1.0120711452452571E24,1.0795425549283303E24,1.1470139646112127E24,1.2144853742943528E24,1.2819567839774032E24,1.3494281936603288E24,1.4168996033435277E24,1.4843710130263293E24,1.5518424227095794E24,1.6193138323925901E24,1.6867852420754964E24,1.7542566517583007E24,1.8217280614416295E24,1.8891994711242837E24,1.9566708808073237E24,2.0241422904907123E24,2.091613700173498E24,2.1590851098566505E24,2.2265565195394738E24,2.294027929222543E24,2.3614993389053495E24,2.428970748588703E24,2.4964421582716414E24,2.5639135679548065E24,2.631384977637632E24,2.6988563873206577E24,2.76632779700398E24,2.8337992066870554E24,2.901270616369795E24,2.9687420260525625E24,3.036213435735683E24,3.103684845419159E24,3.1711562551018815E24,3.2386276647851803E24,3.3060990744682197E24,3.37357048415113E24
